"competênciamov","região","uf","município","seção","subclasse","saldomovimentação","cbo2002ocupação","categoria","graudeinstrução","idade","horascontratuais","raçacor","sexo","tipoempregador","tipoestabelecimento","tipomovimentação","tipodedeficiência","indtrabintermitente","indtrabparcial","salário","tamestabjan","indicadoraprendiz","origemdainformação","competênciadec","indicadordeforadoprazo","unidadesaláriocódigo","valorsaláriofixo"
202301,3,31,314610,"B",710301,1,239410,101,9,37,40,3,3,0,1,97,0,0,0,4304,1,0,1,202301,0,5,4304
202301,3,31,314610,"I",5510801,1,513405,101,7,18,48,1,1,0,1,97,0,0,0,1388,1,0,1,202301,0,5,1388
202301,3,31,314610,"G",4711302,-1,519905,101,7,22,44,4,3,0,1,40,0,0,0,1629,1,0,1,202301,0,5,1629
202301,3,31,314610,"G",4744099,-1,411005,101,7,45,44,2,3,0,1,31,0,0,0,1630.82,1,0,1,202301,0,5,1630.82
202301,3,31,314610,"B",710301,-1,712120,101,9,32,44,3,1,0,1,40,0,0,0,4848.6,1,0,1,202301,0,5,4848.6
202301,3,31,314610,"M",7112000,-1,717020,101,7,26,44,6,3,0,1,40,0,0,0,1212,1,0,1,202301,0,5,1212
202301,3,31,314610,"B",899199,1,715615,101,7,38,44,6,1,0,1,97,0,0,0,3808,1,0,1,202301,0,5,3808
202301,3,31,314610,"B",710301,-1,951105,101,7,35,40,3,1,0,1,31,0,0,0,2825,1,0,1,202301,0,5,2825
202301,3,31,314610,"G",4712100,1,421125,101,7,21,44,6,3,0,1,97,0,0,0,1318.04,1,0,1,202301,0,5,1318.04
202301,3,31,314610,"M",7112000,-1,715615,101,7,30,44,1,1,0,1,40,0,0,0,1600,1,0,1,202301,0,5,1600
202301,3,31,314610,"G",4721102,-1,521140,101,7,28,44,2,3,0,1,40,0,0,0,1302,1,0,1,202301,0,5,1302
202301,3,31,314610,"G",4721104,1,513505,101,7,36,43.5,1,3,0,1,97,0,0,0,1338,1,0,1,202301,0,5,1338
202301,3,31,314610,"F",4211101,1,782310,101,7,23,44,3,1,0,4,97,0,0,0,2347,1,0,1,202301,0,5,2347
202301,3,31,314610,"G",4724500,-1,521125,101,6,24,44,6,1,0,1,31,0,0,0,1335.14,1,0,1,202301,0,5,1335.14
202301,3,31,314610,"F",4211101,-1,715525,101,5,40,44,3,1,0,4,31,0,0,0,1872,1,0,1,202301,0,5,1872
202301,3,31,314610,"F",4221902,-1,715305,101,7,43,44,3,1,0,1,31,0,0,0,1511.4,1,0,1,202301,0,1,6.87
202301,3,31,314610,"B",710302,-1,784205,101,7,23,44,3,1,0,1,31,0,0,0,1330,1,0,1,202301,0,5,1330
202301,3,31,314610,"C",1099699,-1,784205,101,7,25,44,6,1,0,1,40,0,0,0,1510.13,1,0,1,202301,0,5,1510.13
202301,3,31,314610,"I",5611201,1,513610,101,7,23,44,6,1,0,1,97,0,0,0,1385.28,1,0,1,202301,0,5,1385.28
202301,3,31,314610,"F",4120400,1,715210,101,5,35,44,3,1,0,4,97,0,0,0,1786.46,1,0,1,202301,0,5,1786.46
202301,3,31,314610,"I",5611203,1,513405,101,7,38,48,1,1,0,1,97,0,0,0,1388,1,0,1,202301,0,5,1388
202301,3,31,314610,"H",4930202,-1,782510,101,6,40,44,1,1,0,1,31,0,0,0,1544.78,1,0,1,202301,0,5,1544.78
202301,3,31,314610,"I",5611201,1,513425,101,7,26,44,6,3,0,1,97,0,0,0,1302,1,0,1,202301,0,5,1302
202301,3,31,314610,"J",6311900,-1,142320,101,9,46,44,6,1,0,1,31,0,0,0,4059.2,1,0,1,202301,0,5,4059.2
202301,3,31,314610,"F",4120400,1,717020,101,6,27,44,1,1,0,1,97,0,0,0,1381.6,1,0,1,202301,0,5,1381.6
202301,3,31,314610,"G",4744099,1,521110,101,7,25,44,2,3,0,1,97,0,0,0,1318.04,1,0,1,202301,0,5,1318.04
202301,3,31,314610,"Q",8630502,1,422110,101,7,30,44,2,3,0,1,97,0,0,0,1420,1,0,1,202301,0,5,1420
202301,3,31,314610,"F",4211101,-1,715505,101,2,36,44,3,1,0,4,31,0,0,0,1872,1,0,1,202301,0,5,1872
202301,3,31,314610,"F",4211101,-1,782305,101,7,32,44,6,1,0,4,31,0,0,0,1872,1,0,1,202301,0,5,1872
202301,3,31,314610,"G",4711302,-1,521125,101,9,27,44,2,1,0,1,40,0,0,0,1318.04,1,0,1,202301,0,5,1318.04
202301,3,31,314610,"F",4211101,1,414205,101,7,20,44,3,1,0,4,97,0,0,0,1740.64,1,0,1,202301,0,5,1740.64
202301,3,31,314610,"F",4213800,-1,715210,101,6,42,44,3,1,0,1,31,0,0,0,1761.25,1,0,1,202301,0,5,1761.25
202301,3,31,314610,"F",4213800,1,717020,101,5,49,44,1,1,0,1,97,0,0,0,1333.2,1,0,1,202301,0,5,1333.2
202301,3,31,314610,"G",4712100,1,521110,101,7,30,44,6,3,0,1,97,0,0,0,1320,1,0,1,202301,0,1,6
202301,3,31,314610,"B",710301,-1,414105,101,8,27,44,2,1,0,1,31,0,0,0,2959.05,1,0,1,202301,0,5,2959.05
202301,3,31,314610,"M",7120100,1,818110,101,7,19,44,3,1,0,1,97,0,0,0,1846,1,0,1,202301,0,5,1846
202301,3,31,314610,"F",4213800,-1,717020,101,7,23,44,3,1,0,1,43,0,0,0,1944.42,1,0,1,202301,0,5,1944.42
202301,3,31,314610,"A",210108,-1,632125,101,5,25,48,3,1,0,1,43,0,0,0,1420,1,0,1,202301,0,5,1420
202301,3,31,314610,"I",5611201,-1,514320,101,7,28,44,3,3,0,1,31,0,0,0,1302,1,0,1,202301,0,5,1302
202301,3,31,314610,"F",4120400,1,717020,101,7,21,44,3,1,0,1,97,0,0,0,1381.6,1,0,1,202301,0,5,1381.6
202301,3,31,314610,"M",7112000,1,391145,101,8,24,44,1,1,0,1,97,5,0,0,1500,1,0,1,202301,0,5,1500
202301,3,31,314610,"B",710301,1,252405,101,8,22,44,2,3,0,1,97,0,0,0,2320.63,1,0,1,202301,0,5,2320.63
202301,3,31,314610,"P",8593700,-1,333110,101,7,29,8,6,3,0,1,40,0,0,0,1027.2,1,0,1,202301,0,1,25.68
202301,3,31,314610,"F",4211101,-1,782145,101,4,26,44,3,1,0,4,31,0,0,0,1381.6,1,0,1,202301,0,5,1381.6
202301,3,31,314610,"F",4211101,-1,414105,101,3,48,44,3,1,0,4,31,0,0,0,1872,1,0,1,202301,0,5,1872
202301,3,31,314610,"F",4211101,-1,414205,101,7,30,44,6,3,0,4,31,0,0,0,1429,1,0,1,202301,0,5,1429
202301,3,31,314610,"I",5611201,1,514320,101,7,23,44,1,3,0,1,97,0,0,0,1302,1,0,1,202301,0,5,1302
202301,3,31,314610,"G",4712100,-1,142305,101,7,57,44,6,1,0,1,31,0,0,0,2423.96,1,0,1,202301,0,5,2423.96
202301,3,31,314610,"C",2330302,-1,715210,101,7,47,44,2,1,0,1,31,0,0,0,1500,1,0,1,202301,0,5,1500
202301,3,31,314610,"P",8511200,-1,334105,101,9,24,20,1,3,0,1,40,0,0,0,605,1,0,1,202301,0,5,605
202301,3,31,314610,"M",7490104,1,351740,101,7,30,44,3,3,0,1,97,0,0,0,1516.44,1,0,1,202301,0,5,1516.44
202301,3,31,314610,"I",5611201,1,513505,101,7,43,44,3,3,0,1,97,0,0,0,1338,1,0,1,202301,0,5,1338
202301,3,31,314610,"G",4711302,-1,521125,101,6,17,44,2,1,0,1,40,0,0,0,1318.07,1,0,1,202301,0,5,1318.07
202301,3,31,314610,"I",5620104,1,513505,101,7,29,44,6,3,0,1,97,0,0,0,1390,1,0,1,202301,0,5,1390
202301,3,31,314610,"F",4211101,-1,715505,101,7,39,44,3,1,0,4,31,0,0,0,1872,1,0,1,202301,0,5,1872
202301,3,31,314610,"I",5611201,-1,513505,101,7,65,44,2,3,0,1,31,0,0,0,1383.88,1,0,1,202301,0,5,1383.88
202301,3,31,314610,"F",4299599,1,715115,101,7,39,44,6,1,0,4,97,0,0,0,3794.23,1,0,1,202301,0,5,3794.23
202301,3,31,314610,"H",4930201,1,782510,101,6,31,44,6,1,0,1,97,0,0,0,1829.07,1,0,1,202301,0,5,1829.07
202301,3,31,314610,"G",4635402,-1,351605,101,7,30,44,1,1,0,1,40,0,0,0,2500,1,0,1,202301,0,5,2500
202301,3,31,314610,"N",8230002,1,422120,101,7,23,44,3,1,0,1,97,0,0,0,1338,1,0,1,202301,0,5,1338
202301,3,31,314610,"B",710301,-1,351605,101,7,55,44,1,1,0,1,31,0,0,0,4458.1,1,0,1,202301,0,5,4458.1
202301,3,31,314610,"F",4120400,1,717020,101,7,19,44,2,1,0,1,97,0,0,0,1381.6,1,0,1,202301,0,5,1381.6
202301,3,31,314610,"S",9512600,-1,521110,101,8,22,4.5,6,1,0,1,31,0,0,0,659,1,0,1,202301,0,5,659
202301,3,31,314610,"G",4711302,1,421125,101,7,47,44,3,3,0,1,97,0,0,0,1415.87,1,0,1,202301,0,5,1415.87
202301,3,31,314610,"F",4120400,1,717020,101,4,26,44,3,1,0,4,97,0,0,0,1381.6,1,0,1,202301,0,5,1381.6
202301,3,31,314610,"C",1053800,1,521140,101,7,23,48,6,3,0,1,97,0,0,0,1396.82,1,0,1,202301,0,5,1396.82
202301,3,31,314610,"G",4711302,-1,513505,101,7,51,44,1,3,0,1,43,0,0,0,1349,1,0,1,202301,0,5,1349
202301,3,31,314610,"Q",8610102,1,411005,105,7,18,44,3,1,0,1,97,0,0,0,1568.94,1,0,1,202301,0,5,1568.94
202301,3,31,314610,"B",710301,-1,999999,101,9,30,40,6,1,0,1,40,0,0,0,7984.5,1,0,1,202301,0,5,7984.5
202301,3,31,314610,"K",6550200,-1,524105,101,9,29,44,6,3,0,1,40,0,0,0,3228.06,1,0,1,202301,0,5,3228.06
202301,3,31,314610,"G",4751201,-1,521110,101,7,22,44,6,3,0,1,31,0,0,0,1318,1,0,1,202301,0,5,1318
202301,3,31,314610,"F",4213800,-1,715315,101,3,47,44,3,1,0,1,31,0,0,0,1761.25,1,0,1,202301,0,5,1761.25
202301,3,31,314610,"F",4213800,1,717020,101,6,28,44,3,1,0,1,97,0,0,0,1333.2,1,0,1,202301,0,5,1333.2
202301,3,31,314610,"F",4213800,-1,717020,101,1,49,44,1,1,0,1,31,0,0,0,1232.87,1,0,1,202301,0,5,1232.87
202301,3,31,314610,"F",4211101,1,717020,101,6,27,44,3,3,0,1,97,0,0,0,1381.6,1,0,1,202301,0,5,1381.6
202301,3,31,314610,"F",4213800,1,911305,101,5,33,44,2,1,0,1,97,0,0,0,2000,1,0,1,202301,0,5,2000
202301,3,31,314610,"G",4711302,1,521110,101,6,18,44,3,1,0,1,97,0,0,0,1324.74,1,0,1,202301,0,5,1324.74
202301,3,31,314610,"B",710301,-1,395105,101,9,45,41.25,2,1,0,1,31,0,0,0,4811.54,1,0,1,202301,0,5,4811.54
202301,3,31,314610,"F",4120400,1,514320,101,7,41,44,2,3,0,1,97,0,0,0,1381.6,1,0,1,202301,0,5,1381.6
202301,3,31,314610,"C",2441501,1,911305,101,5,46,44,3,1,0,1,97,0,0,0,1784.2,1,0,1,202301,0,5,1784.2
202301,3,31,314610,"G",4721104,1,513405,101,7,22,44,3,1,0,1,97,0,0,0,1400,1,0,1,202301,0,5,1400
202301,3,31,314610,"I",5510801,1,514320,101,4,28,44,1,3,0,1,97,0,0,0,1355.93,1,0,1,202301,0,5,1355.93
202301,3,31,314610,"C",3319800,1,141205,101,9,41,44,1,1,0,1,97,0,0,0,17000,1,0,1,202301,0,5,17000
202301,3,31,314610,"F",4211101,-1,715525,101,4,37,44,3,1,0,4,31,0,0,0,1872,1,0,1,202301,0,5,1872
202301,3,31,314610,"F",4213800,-1,724315,101,7,28,44,1,1,0,1,31,0,0,0,2200,1,0,1,202301,0,5,2200
202301,3,31,314610,"I",5611203,-1,513405,101,7,25,44,6,1,0,1,40,0,0,0,1388.2,1,0,1,202301,0,1,6.31
202301,3,31,314610,"B",710302,1,784205,101,7,27,44,3,1,0,1,97,0,0,0,1330,1,0,1,202301,0,5,1330
202301,3,31,314610,"F",4211101,-1,953115,101,7,37,44,3,1,0,4,40,0,0,0,2752,1,0,1,202301,0,5,2752
202301,3,31,314610,"G",4789099,-1,717020,101,7,31,44,4,1,0,1,31,0,0,0,1318.04,1,0,1,202301,0,5,1318.04
202301,3,31,314610,"G",4781400,-1,262425,101,9,24,44,3,3,0,1,31,0,0,0,1302,1,0,1,202301,0,5,1302
202301,3,31,314610,"M",7112000,1,715210,101,7,38,44,2,1,0,1,97,0,0,0,1836.52,1,0,1,202301,0,5,1836.52
202301,3,31,314610,"B",710301,-1,811630,101,7,28,44,1,1,0,1,31,0,0,0,3484.22,1,0,1,202301,0,5,3484.22
202301,3,31,314610,"F",4213800,-1,717020,101,5,19,44,2,1,0,1,31,0,0,0,1428.65,1,0,1,202301,0,5,1428.65
202301,3,31,314610,"G",4744099,1,141410,101,7,20,44,4,1,0,1,97,0,0,0,1318.04,1,0,1,202301,0,5,1318.04
202301,3,31,314610,"I",5611201,1,513405,101,7,44,44,3,1,0,1,97,0,0,0,1388,1,0,1,202301,0,5,1388
202301,3,31,314610,"G",4781400,-1,521110,101,7,20,48,3,3,0,1,40,0,0,0,1318.04,1,0,1,202301,0,5,1318.04
202301,3,31,314610,"C",2441501,1,914410,101,7,38,44,2,1,0,1,97,0,0,0,1700.6,1,0,1,202301,0,5,1700.6
202301,3,31,314610,"M",7112000,1,313315,101,7,21,44,3,1,0,1,97,0,0,0,1320,1,0,1,202301,0,5,1320
202301,3,31,314610,"B",899199,1,514320,101,4,49,44,3,1,0,1,97,0,0,0,1487,1,0,1,202301,0,5,1487
202301,3,31,314610,"F",4213800,-1,717020,101,7,26,44,2,1,0,1,31,0,0,0,1232.87,1,0,1,202301,0,5,1232.87
202301,3,31,314610,"G",4711302,-1,352310,101,7,58,44,3,1,0,1,43,0,0,0,1400,1,0,1,202301,0,5,1400
202301,3,31,314610,"F",4211101,-1,715210,101,1,51,44,3,1,0,4,31,0,0,0,1872,1,0,1,202301,0,5,1872
202301,3,31,314610,"F",4120400,1,715505,101,6,28,44,3,1,0,4,97,0,0,0,1786.46,1,0,1,202301,0,5,1786.46
202301,3,31,314610,"F",4120400,-1,514320,101,7,32,44,1,3,0,1,40,1,0,0,1381.6,1,0,1,202301,0,5,1381.6
